2011-10-22 20:01:00 PDT, 11.50
2011-10-22 20:02:00 PDT, 12.10
2011-10-22 20:03:00 PDT, 14.40
2011-10-22 20:04:00 PDT, 15.10
2011-10-22 20:05:00 PDT, 16.50
2011-10-22 20:06:00 PDT, 18.00
2011-10-22 20:07:00 PDT, 22.00
2011-10-22 20:10:00 PDT, 24.60
2011-10-22 20:09:00 PDT, 28.12
2011-10-22 20:10:00 PDT, 35.00
2011-10-22 20:11:00 PDT, 47.10
2011-10-22 20:12:00 PDT, 52.00
2011-10-22 20:13:00 PDT, 67.10
2011-10-22 20:20:00 PDT, 71.00
2011-10-22 20:15:00 PDT, 80.00
2011-10-22 20:16:00 PDT, 92.00
2011-10-22 20:17:00 PDT, 97.00
2011-10-22 20:18:00 PDT, 110.49
2011-10-22 20:19:00 PDT, 115.00
2011-10-22 20:20:00 PDT, 127.56
2011-10-22 20:21:00 PDT, 139.43
2011-10-22 20:22:00 PDT, 135.17
2011-10-22 20:23:00 PDT, 124.10
2011-10-22 20:24:00 PDT, 119.36
2011-10-22 20:25:00 PDT, 105.71
2011-10-22 20:26:00 PDT, 92.10
2011-10-22 20:27:00 PDT, 85.47
2011-10-22 20:28:00 PDT, 80.20
2011-10-22 20:29:00 PDT, 71.23
2011-10-22 20:30:00 PDT, 69.10
2011-10-22 20:31:00 PDT, 63.00
2011-10-22 20:32:00 PDT, 62.45
2011-10-22 20:33:00 PDT, 60.12
2011-10-22 20:34:00 PDT, 58.10
2011-10-22 20:35:00 PDT, 57.47
2011-10-22 20:36:00 PDT, 57.00 
2011-10-22 20:37:00 PDT, 56.12
2011-10-22 20:38:00 PDT, 55.78
2011-10-22 20:39:00 PDT, 53.12
2011-10-22 20:40:00 PDT, 50.45
2011-10-22 20:41:00 PDT, 51.00
2011-10-22 20:42:00 PDT, 52.00 
2011-10-22 20:43:00 PDT, 52.5
2011-10-22 20:44:00 PDT, 52.63
2011-10-22 20:45:00 PDT, 53.00
2011-10-22 20:46:00 PDT, 53.30
2011-10-22 20:47:00 PDT, 54.00
2011-10-22 20:48:00 PDT, 54.99
2011-10-22 20:49:00 PDT, 55.85
2011-10-22 20:50:00 PDT, 55.45
2011-10-22 20:51:00 PDT, 56.00
2011-10-22 20:52:00 PDT, 56.80
2011-10-22 20:53:00 PDT, 57.20
2011-10-22 20:54:00 PDT, 57.99
2011-10-22 20:55:00 PDT, 58.58
2011-10-22 20:56:00 PDT, 59.25
2011-10-22 20:57:00 PDT, 60.20
2011-10-22 20:58:00 PDT, 61.00
2011-10-22 20:59:00 PDT, 60.90
2011-10-22 21:00:00 PDT, 61.41
2011-10-22 21:01:00 PDT, 65.86
2011-10-22 21:02:00 PDT, 71.86
2011-10-22 21:03:00 PDT, 72.86
2011-10-22 21:04:00 PDT, 70.86
2011-10-22 21:05:00 PDT, 69.86
2011-10-22 21:06:00 PDT, 72.86
2011-10-22 21:07:00 PDT, 69.86
2011-10-22 21:10:00 PDT, 67.86
2011-10-22 21:09:00 PDT, 65.86
2011-10-22 21:10:00 PDT, 70.86
2011-10-22 21:11:00 PDT, 66.86
2011-10-22 21:12:00 PDT, 65.86
#end
